clade_name	clade_taxid	SX9	SX99	SX98	SX97	SX96	SX95	SX94	SX93	SX92	SX91	SX90	SX8	SX89	SX88	SX87	SX86	SX85	SX84	SX83	SX82	SX81	SX80	SX7	SX79	SX78	SX77	SX76	SX75	SX74	SX73	SX71	SX70	SX6	SX69	SX68	SX67	SX66	SX65	SX64	SX63	SX62	SX61	SX60	SX5	SX59	SX58	SX57	SX56	SX55	SX54	SX53	SX52	SX51	SX50	SX4	SX49	SX48	SX47	SX46	SX45	SX44	SX43	SX42	SX41	SX40	SX3	SX39	SX38	SX37	SX36	SX35	SX34	SX33	SX32	SX31	SX30	SX2	SX29	SX28	SX27	SX26	SX25	SX24	SX23	SX22	SX21	SX20	SX1	SX19	SX18	SX17	SX16	SX15	SX14	SX142	SX141	SX140	SX13	SX139	SX138	SX137	SX136	SX135	SX134	SX12	SX10	SX105	SX104	SX103	SX102	SX101	SX100	MH133	MH132	MH131	MH130	MH129	MH128	MH127	MH126	MH125	MH124	MH123	MH122	MH121	MH120	MH119	MH118	MH117	MH116	MH115	MH114	MH113	MH112	MH111	MH110	MH109	MH108	MH107	MH106
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacilli_unclassified|f__Bacilli_unclassified|g__GGB4640|s__GGB4640_SGB6419	2|1239|91061||||	0	0	0	0	0	0	0	0	0	0	0	290.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	457.0	0	0	0	0	0	0	2295.0	0	404.0	0	0	0	0	487.0	374.0	0	0	0	0	0	0	0	0	0	11207.0	0	0	0	0	0	0	0	0	0	0	2087.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18184.0	0	0	0	0	0	0	0	0	97.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	369.0	0	0	0	0	0	0	1012.0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacilli_unclassified|f__Bacilli_unclassified|g__GGB4640|s__GGB4640_SGB6419|t__SGB6419	2|1239|91061|||||	0	0	0	0	0	0	0	0	0	0	0	290.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	457.0	0	0	0	0	0	0	2295.0	0	404.0	0	0	0	0	487.0	374.0	0	0	0	0	0	0	0	0	0	11207.0	0	0	0	0	0	0	0	0	0	0	2087.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18184.0	0	0	0	0	0	0	0	0	97.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	369.0	0	0	0	0	0	0	1012.0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacilli_unclassified|f__Bacilli_unclassified|g__GGB4641	2|1239|91061|||	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7933.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2569.0	0	0	0	0	0	0	0	0	7335.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	506.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacilli_unclassified|f__Bacilli_unclassified|g__GGB4641|s__GGB4641_SGB6420	2|1239|91061||||	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7933.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2569.0	0	0	0	0	0	0	0	0	7335.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	506.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacilli_unclassified|f__Bacilli_unclassified|g__GGB4641|s__GGB4641_SGB6420|t__SGB6420	2|1239|91061|||||	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7933.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2569.0	0	0	0	0	0	0	0	0	7335.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	506.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacilli_unclassified|f__Bacilli_unclassified|g__GGB4651	2|1239|91061|||	0	0	0	0	0	0	0	0	0	0	0	0	12380.0	0	0	0	0	0	0	0	0	0	0	0	0	18715.0	0	0	0	0	0	0	0	0	0	0	60704.0	0	0	3890.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3283.0	0	0	0	0	0	0	0	0	0	0	0	37814.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7306.0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacilli_unclassified|f__Bacilli_unclassified|g__GGB4651|s__GGB4651_SGB6438	2|1239|91061||||	0	0	0	0	0	0	0	0	0	0	0	0	12380.0	0	0	0	0	0	0	0	0	0	0	0	0	18715.0	0	0	0	0	0	0	0	0	0	0	60704.0	0	0	3890.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3283.0	0	0	0	0	0	0	0	0	0	0	0	37814.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7306.0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacilli_unclassified|f__Bacilli_unclassified|g__GGB4651|s__GGB4651_SGB6438|t__SGB6438	2|1239|91061|||||	0	0	0	0	0	0	0	0	0	0	0	0	12380.0	0	0	0	0	0	0	0	0	0	0	0	0	18715.0	0	0	0	0	0	0	0	0	0	0	60704.0	0	0	3890.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3283.0	0	0	0	0	0	0	0	0	0	0	0	37814.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7306.0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacilli_unclassified|f__Bacilli_unclassified|g__GGB4652	2|1239|91061|||	2248.0	1490.0	3789.0	0	10087.0	0	2088.0	0	0	984.0	0	0	0	0	25.0	0	0	0	0	0	2765.0	0	2378.0	1540.0	7564.0	10345.0	0	0	28179.0	2778.0	0	0	1572.0	0	0	0	0	0	11078.0	0	0	0	17129.0	0	0	0	0	4909.0	0	0	6092.0	0	8098.0	1482.0	731.0	1983.0	0	7526.0	6462.0	0	0	0	0	1203.0	246.0	1093.0	6660.0	5513.0	1294.0	940.0	5434.0	1973.0	1908.0	0	0	10706.0	1285.0	0	0	0	0	0	266.0	1680.0	631.0	0	0	0	0	3591.0	0	0	0	1699.0	0	0	0	0	0	0	0	70118.0	149.0	0	7726.0	0	0	0	15882.0	0	8549.0	0	0	6399.0	13968.0	357.0	0	13313.0	528.0	15498.0	0	0	0	1124.0	908.0	0	4410.0	5338.0	8702.0	62.0	7208.0	0	37002.0	17381.0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacilli_unclassified|f__Bacilli_unclassified|g__GGB4652|s__GGB4652_SGB6439	2|1239|91061||||	2248.0	1490.0	3789.0	0	10087.0	0	2088.0	0	0	984.0	0	0	0	0	25.0	0	0	0	0	0	2765.0	0	2378.0	1540.0	7564.0	10345.0	0	0	28179.0	2778.0	0	0	1572.0	0	0	0	0	0	11078.0	0	0	0	17129.0	0	0	0	0	4909.0	0	0	6092.0	0	8098.0	1482.0	731.0	1983.0	0	7526.0	6462.0	0	0	0	0	1203.0	246.0	1093.0	6660.0	5513.0	1294.0	940.0	5434.0	1973.0	1908.0	0	0	10706.0	1285.0	0	0	0	0	0	266.0	1680.0	631.0	0	0	0	0	3591.0	0	0	0	1699.0	0	0	0	0	0	0	0	70118.0	149.0	0	7726.0	0	0	0	15882.0	0	8549.0	0	0	6399.0	13968.0	357.0	0	13313.0	528.0	15498.0	0	0	0	1124.0	908.0	0	4410.0	5338.0	8702.0	62.0	7208.0	0	37002.0	17381.0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacilli_unclassified|f__Bacilli_unclassified|g__GGB4652|s__GGB4652_SGB6439|t__SGB6439	2|1239|91061|||||	2248.0	1490.0	3789.0	0	10087.0	0	2088.0	0	0	984.0	0	0	0	0	25.0	0	0	0	0	0	2765.0	0	2378.0	1540.0	7564.0	10345.0	0	0	28179.0	2778.0	0	0	1572.0	0	0	0	0	0	11078.0	0	0	0	17129.0	0	0	0	0	4909.0	0	0	6092.0	0	8098.0	1482.0	731.0	1983.0	0	7526.0	6462.0	0	0	0	0	1203.0	246.0	1093.0	6660.0	5513.0	1294.0	940.0	5434.0	1973.0	1908.0	0	0	10706.0	1285.0	0	0	0	0	0	266.0	1680.0	631.0	0	0	0	0	3591.0	0	0	0	1699.0	0	0	0	0	0	0	0	70118.0	149.0	0	7726.0	0	0	0	15882.0	0	8549.0	0	0	6399.0	13968.0	357.0	0	13313.0	528.0	15498.0	0	0	0	1124.0	908.0	0	4410.0	5338.0	8702.0	62.0	7208.0	0	37002.0	17381.0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacilli_unclassified|f__Bacilli_unclassified|g__GGB4661	2|1239|91061|||	0	0	0	0	0	0	0	0	0	0	0	385.0	0	0	0	0	0	0	16500.0	0	0	0	0	0	0	0	0	0	0	0	0	0	743.0	0	0	0	0	34628.0	0	2029.0	4187.0	5834.0	0	0	11461.0	0	0	17597.0	0	0	0	0	0	0	0	964.0	0	2694.0	0	6541.0	5874.0	0	0	0	0	3945.0	0	0	1912.0	0	0	0	0	0	0	0	2309.0	0	199.0	0	0	0	0	0	0	0	0	0	0	0	0	1235.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30188.0	0	0	0	0	0	0	0	9968.0	21848.0	0	0	0	0	0	0	0	0	0	0	0	0	0	658.0	0	0	0	0	8370.0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacilli_unclassified|f__Bacilli_unclassified|g__GGB4661|s__GGB4661_SGB6449	2|1239|91061||||	0	0	0	0	0	0	0	0	0	0	0	385.0	0	0	0	0	0	0	16500.0	0	0	0	0	0	0	0	0	0	0	0	0	0	743.0	0	0	0	0	34628.0	0	2029.0	4187.0	5834.0	0	0	11461.0	0	0	17597.0	0	0	0	0	0	0	0	964.0	0	2694.0	0	6541.0	5874.0	0	0	0	0	3945.0	0	0	1912.0	0	0	0	0	0	0	0	2309.0	0	199.0	0	0	0	0	0	0	0	0	0	0	0	0	1235.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30188.0	0	0	0	0	0	0	0	9968.0	21848.0	0	0	0	0	0	0	0	0	0	0	0	0	0	658.0	0	0	0	0	8370.0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacilli_unclassified|f__Bacilli_unclassified|g__GGB4661|s__GGB4661_SGB6449|t__SGB6449	2|1239|91061|||||	0	0	0	0	0	0	0	0	0	0	0	385.0	0	0	0	0	0	0	16500.0	0	0	0	0	0	0	0	0	0	0	0	0	0	743.0	0	0	0	0	34628.0	0	2029.0	4187.0	5834.0	0	0	11461.0	0	0	17597.0	0	0	0	0	0	0	0	964.0	0	2694.0	0	6541.0	5874.0	0	0	0	0	3945.0	0	0	1912.0	0	0	0	0	0	0	0	2309.0	0	199.0	0	0	0	0	0	0	0	0	0	0	0	0	1235.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30188.0	0	0	0	0	0	0	0	9968.0	21848.0	0	0	0	0	0	0	0	0	0	0	0	0	0	658.0	0	0	0	0	8370.0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacilli_unclassified|f__Bacilli_unclassified|g__GGB4662	2|1239|91061|||	55.0	0	0	0	0	0	0	0	0	0	0	124.0	0	0	0	0	0	0	0	239.0	0	0	0	15569.0	0	0	0	0	0	0	0	0	295.0	0	0	0	0	0	0	2260.0	170.0	3154.0	0	0	0	0	0	268.0	0	0	0	0	0	93.0	0	0	0	0	0	0	0	40.0	0	0	0	0	0	5312.0	0	0	0	0	0	0	0	0	0	0	1279.0	0	0	0	13.0	0	0	0	0	0	0	0	0	20399.0	0	0	0	0	0	0	0	0	0	341.0	0	0	0	384.0	0	0	6648.0	0	1759.0	135.0	0	7897.0	31891.0	0	0	10098.0	0	719.0	5238.0	0	0	0	0	0	0	0	13622.0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacilli_unclassified|f__Bacilli_unclassified|g__GGB4662|s__GGB4662_SGB6450	2|1239|91061||||	55.0	0	0	0	0	0	0	0	0	0	0	124.0	0	0	0	0	0	0	0	239.0	0	0	0	15569.0	0	0	0	0	0	0	0	0	295.0	0	0	0	0	0	0	2260.0	170.0	3154.0	0	0	0	0	0	268.0	0	0	0	0	0	93.0	0	0	0	0	0	0	0	40.0	0	0	0	0	0	5312.0	0	0	0	0	0	0	0	0	0	0	1279.0	0	0	0	13.0	0	0	0	0	0	0	0	0	20399.0	0	0	0	0	0	0	0	0	0	341.0	0	0	0	384.0	0	0	6648.0	0	1759.0	135.0	0	7897.0	31891.0	0	0	10098.0	0	719.0	5238.0	0	0	0	0	0	0	0	13622.0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacilli_unclassified|f__Bacilli_unclassified|g__GGB4662|s__GGB4662_SGB6450|t__SGB6450	2|1239|91061|||||	55.0	0	0	0	0	0	0	0	0	0	0	124.0	0	0	0	0	0	0	0	239.0	0	0	0	15569.0	0	0	0	0	0	0	0	0	295.0	0	0	0	0	0	0	2260.0	170.0	3154.0	0	0	0	0	0	268.0	0	0	0	0	0	93.0	0	0	0	0	0	0	0	40.0	0	0	0	0	0	5312.0	0	0	0	0	0	0	0	0	0	0	1279.0	0	0	0	13.0	0	0	0	0	0	0	0	0	20399.0	0	0	0	0	0	0	0	0	0	341.0	0	0	0	384.0	0	0	6648.0	0	1759.0	135.0	0	7897.0	31891.0	0	0	10098.0	0	719.0	5238.0	0	0	0	0	0	0	0	13622.0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacilli_unclassified|f__Bacilli_unclassified|g__GGB4667	2|1239|91061|||	0	0	0	0	0	0	26786.0	0	0	0	0	2986.0	0	0	0	0	0	0	0	0	8180.0	5145.0	5536.0	0	19917.0	0	0	0	0	0	0	0	0	47333.0	0	0	0	0	2611.0	0	3549.0	0	0	0	0	8105.0	0	5386.0	0	0	0	0	7354.0	0	0	0	0	0	0	14.0	0	0	231.0	0	0	2083.0	0	0	0	0	0	0	0	0	0	0	2907.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1739.0	0	0	0	0	0	0	11128.0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacilli_unclassified|f__Bacilli_unclassified|g__GGB4667|s__GGB4667_SGB6456	2|1239|91061||||	0	0	0	0	0	0	26786.0	0	0	0	0	2986.0	0	0	0	0	0	0	0	0	8180.0	5145.0	5536.0	0	19917.0	0	0	0	0	0	0	0	0	47333.0	0	0	0	0	2611.0	0	3549.0	0	0	0	0	8105.0	0	5386.0	0	0	0	0	7354.0	0	0	0	0	0	0	14.0	0	0	231.0	0	0	2083.0	0	0	0	0	0	0	0	0	0	0	2907.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1739.0	0	0	0	0	0	0	11128.0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacilli_unclassified|f__Bacilli_unclassified|g__GGB4667|s__GGB4667_SGB6456|t__SGB6456	2|1239|91061|||||	0	0	0	0	0	0	26786.0	0	0	0	0	2986.0	0	0	0	0	0	0	0	0	8180.0	5145.0	5536.0	0	19917.0	0	0	0	0	0	0	0	0	47333.0	0	0	0	0	2611.0	0	3549.0	0	0	0	0	8105.0	0	5386.0	0	0	0	0	7354.0	0	0	0	0	0	0	14.0	0	0	231.0	0	0	2083.0	0	0	0	0	0	0	0	0	0	0	2907.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1739.0	0	0	0	0	0	0	11128.0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacilli_unclassified|f__Bacilli_unclassified|g__GGB4669	2|1239|91061|||	0	0	0	0	0	0	0	129372.0	0	0	0	0	262835.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	902.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	927.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25880.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacilli_unclassified|f__Bacilli_unclassified|g__GGB4669|s__GGB4669_SGB6458	2|1239|91061||||	0	0	0	0	0	0	0	129372.0	0	0	0	0	262835.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	902.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	927.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25880.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacilli_unclassified|f__Bacilli_unclassified|g__GGB4669|s__GGB4669_SGB6458|t__SGB6458	2|1239|91061|||||	0	0	0	0	0	0	0	129372.0	0	0	0	0	262835.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	902.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	927.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25880.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacilli_unclassified|f__Bacilli_unclassified|g__GGB4671	2|1239|91061|||	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3071.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48549.0	0	0	0	0	0	0	24476.0	0	0	0	0	0	0	0	0	71477.0	0	5118.0	0	0	0	0	0	0	5375.0	0	0	0	0	0	0	0	0	0	0	51595.0	0	0	0	0	0	0	0	0	0	0	12857.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15460.0	0	0	0	0	0	0	0	0	0	0	0	0	27226.0	0	0	2415.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacilli_unclassified|f__Bacilli_unclassified|g__GGB4671|s__GGB4671_SGB6460	2|1239|91061||||	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3071.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48549.0	0	0	0	0	0	0	24476.0	0	0	0	0	0	0	0	0	71477.0	0	5118.0	0	0	0	0	0	0	5375.0	0	0	0	0	0	0	0	0	0	0	51595.0	0	0	0	0	0	0	0	0	0	0	12857.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15460.0	0	0	0	0	0	0	0	0	0	0	0	0	27226.0	0	0	2415.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacilli_unclassified|f__Bacilli_unclassified|g__GGB4671|s__GGB4671_SGB6460|t__SGB6460	2|1239|91061|||||	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3071.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48549.0	0	0	0	0	0	0	24476.0	0	0	0	0	0	0	0	0	71477.0	0	5118.0	0	0	0	0	0	0	5375.0	0	0	0	0	0	0	0	0	0	0	51595.0	0	0	0	0	0	0	0	0	0	0	12857.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15460.0	0	0	0	0	0	0	0	0	0	0	0	0	27226.0	0	0	2415.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacilli_unclassified|f__Bacilli_unclassified|g__GGB4672	2|1239|91061|||	88440.0	72169.0	107155.0	81022.0	59782.0	78167.0	61240.0	150838.0	57828.0	38180.0	167136.0	60025.0	80408.0	61017.0	1214.0	80886.0	93732.0	32595.0	204375.0	69405.0	97751.0	24682.0	104767.0	84603.0	56750.0	76117.0	53990.0	130013.0	19263.0	96373.0	62713.0	80245.0	47164.0	65900.0	73461.0	231186.0	62752.0	47844.0	58325.0	35788.0	69027.0	64761.0	67638.0	73428.0	21993.0	33687.0	127057.0	39252.0	55948.0	35628.0	61124.0	81306.0	158032.0	21057.0	65002.0	100942.0	149466.0	38281.0	35860.0	35499.0	108658.0	48957.0	77915.0	38204.0	60829.0	32171.0	108909.0	62935.0	32084.0	118191.0	108297.0	116951.0	102362.0	38720.0	21048.0	69714.0	70667.0	87823.0	35407.0	92708.0	0	0	70578.0	33909.0	50041.0	47803.0	94326.0	57209.0	0	115553.0	45360.0	27586.0	0	72089.0	79224.0	125956.0	0	24048.0	92940.0	86684.0	54481.0	67475.0	192267.0	15239.0	110932.0	110566.0	0	121834.0	33180.0	60885.0	70201.0	51690.0	47782.0	143551.0	88155.0	4755.0	46882.0	44978.0	38891.0	69954.0	50380.0	43240.0	35206.0	40948.0	32966.0	217621.0	88300.0	52629.0	52387.0	9797.0	66959.0	52516.0	43409.0	57040.0	84339.0	43857.0	67066.0	53277.0	34413.0	54072.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacilli_unclassified|f__Bacilli_unclassified|g__GGB4672|s__GGB4672_SGB6461	2|1239|91061||||	88440.0	72169.0	107155.0	81022.0	59782.0	78167.0	61240.0	150838.0	57828.0	38180.0	167136.0	60025.0	80408.0	61017.0	1214.0	80886.0	93732.0	32595.0	204375.0	69405.0	97751.0	24682.0	104767.0	84603.0	56750.0	76117.0	53990.0	130013.0	19263.0	96373.0	62713.0	80245.0	47164.0	65900.0	73461.0	231186.0	62752.0	47844.0	58325.0	35788.0	69027.0	64761.0	67638.0	73428.0	21993.0	33687.0	127057.0	39252.0	55948.0	35628.0	61124.0	81306.0	158032.0	21057.0	65002.0	100942.0	149466.0	38281.0	35860.0	35499.0	108658.0	48957.0	77915.0	38204.0	60829.0	32171.0	108909.0	62935.0	32084.0	118191.0	108297.0	116951.0	102362.0	38720.0	21048.0	69714.0	70667.0	87823.0	35407.0	92708.0	0	0	70578.0	33909.0	50041.0	47803.0	94326.0	57209.0	0	115553.0	45360.0	27586.0	0	72089.0	79224.0	125956.0	0	24048.0	92940.0	86684.0	54481.0	67475.0	192267.0	15239.0	110932.0	110566.0	0	121834.0	33180.0	60885.0	70201.0	51690.0	47782.0	143551.0	88155.0	4755.0	46882.0	44978.0	38891.0	69954.0	50380.0	43240.0	35206.0	40948.0	32966.0	217621.0	88300.0	52629.0	52387.0	9797.0	66959.0	52516.0	43409.0	57040.0	84339.0	43857.0	67066.0	53277.0	34413.0	54072.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacilli_unclassified|f__Bacilli_unclassified|g__GGB4672|s__GGB4672_SGB6461|t__SGB6461	2|1239|91061|||||	88440.0	72169.0	107155.0	81022.0	59782.0	78167.0	61240.0	150838.0	57828.0	38180.0	167136.0	60025.0	80408.0	61017.0	1214.0	80886.0	93732.0	32595.0	204375.0	69405.0	97751.0	24682.0	104767.0	84603.0	56750.0	76117.0	53990.0	130013.0	19263.0	96373.0	62713.0	80245.0	47164.0	65900.0	73461.0	231186.0	62752.0	47844.0	58325.0	35788.0	69027.0	64761.0	67638.0	73428.0	21993.0	33687.0	127057.0	39252.0	55948.0	35628.0	61124.0	81306.0	158032.0	21057.0	65002.0	100942.0	149466.0	38281.0	35860.0	35499.0	108658.0	48957.0	77915.0	38204.0	60829.0	32171.0	108909.0	62935.0	32084.0	118191.0	108297.0	116951.0	102362.0	38720.0	21048.0	69714.0	70667.0	87823.0	35407.0	92708.0	0	0	70578.0	33909.0	50041.0	47803.0	94326.0	57209.0	0	115553.0	45360.0	27586.0	0	72089.0	79224.0	125956.0	0	24048.0	92940.0	86684.0	54481.0	67475.0	192267.0	15239.0	110932.0	110566.0	0	121834.0	33180.0	60885.0	70201.0	51690.0	47782.0	143551.0	88155.0	4755.0	46882.0	44978.0	38891.0	69954.0	50380.0	43240.0	35206.0	40948.0	32966.0	217621.0	88300.0	52629.0	52387.0	9797.0	66959.0	52516.0	43409.0	57040.0	84339.0	43857.0	67066.0	53277.0	34413.0	54072.0
